tweet,label_emosi
saya rasa kontroversi shabrina dan fajar lebih menandakan awal karier mereka ketimbang akhir meski awalnya menuai kritik keterbukaan mereka soal hubungan pribadi membantu meredam dampak negatif mereka tetap aktif tampil dan mendapat sorotan positif di media seperti penampilan,Netral
nggak berasa ya 12 thn berlalu dari sma sampai s2 salah satu penyanyi berbakat indonesia yang menang di usia muda pada saat itu dan yang pertama wanita indonesia berhijab yang menang kompetisi dalam ajang pencarian bakat dan x factor indonesia season 1,Sedih
anyiing fajar wakakak di idol lu baperin anak org sama bina udah kek apaan bgt kemaren bina dibuujat lu diem aja eh ketauan pacaran sama amanda terus rame huru hara eh akhirnya di putusin juga sok ganteng ewhhh tadinya mau b aja suara lu bgs jar tapi ilfeel da anying,Marah
fajar lebih pilih amanda ini buktinya,Marah
selingkuh lagi selingkuh lagi fajar nurdiansyah lulusan indonesian idol season xiii meminta maaf setelah pacarnya amanda lucson dan shabrina leonita pacarnya satu lagi speak up star syndrome banget nih lakik berasa cakeppp banget ya,Sedih
ke shabrina alah alah cemburu juga udh di jawab tuh hanya menghargai ga ada apa apa ke amanda engga kok tp tiba tiba media nge approve gt jgn pergi ya di waktu yang sama got what you deserved bastard,Marah
makasih ya amanda udah oversharing soal fajar jadi bina gw terselamatkan,Sedih
fajar jangan serang cewek kmu fokus aja sama amanda,Marah
sorry to say tapi menurut ku muka fajar itu jelek mirip safno kok dia bisa jadi rebutan shabrina dan amanda yaa ga abis pikir,Sedih
ini katanya fajar sama amanda beneran putus y sma shabrina,Sedih
kmren pas fansnya di tuduh ngatur2 fajar ga ada belain fansnya kan ya skrg simancung langsung dibela love is love the power of love fokus ibu fokus karirfokus belain amanda,Sedih
ternyata fajar ini udh dket diem2 sama amanda dari jaman idol tapi krna vote fans 3 shipper menggiurkan bgt ditahan dlu deh nah pas udh beres idol akhirnya tipis2 go public deh gpp jg sih namanya lomba kan pake strategi toh cwok bebas kok hts sma bnyk cwek nmanya seleksi,Takut
udah dibilang fajar syg amanda mreka mau ktmu dititik terbaik doain aja mreka kan manipulatif gaslight bohong fitnah zinah npd dosa kok diborong,Marah
fajar ternyata ngikut jejak safno shabrina sma amanda cuma korban dasar laki2,Marah
sbnernya yg bikin kesel krna pas kmren bina kena sana sini si fajar diem aja maksud gue tuh kalo ga sbg pacar jg kenapa sih ga speak up aja sbg tmn seperjuangan di idol gitu ga gentle bgt kata gue skrg muncul rumor sm si amanda dia langsung speak up kmren knp ga gitu jg cuk,Marah
ohmaygadddd fajar amanda kuuuuuu gamau pupussss tanggung jawab kalian fajar sol jangan pisahin couple goals ku btw nambah 1 kriteria fajar sbg cowok green flag jujur,Sedih
ga tau lagi gua ini si amanda ini pura pura tolol atau emang pure tolol sih anjing masih denial aja udah jelas jelas dia ini selingkuhan tapi tetap ngerasa bukan selingkuhan sadar manda ente juga dipermainkan sama si fajar bangke itu,Marah
gua masih denial karna bina juga masih baik2 aja sama dia tapi setelah liat klarif si amanda emng fajar kek taik bangke kesel gua udh dukung dia ama bina gua fajar bangkeee,Marah
keren lo fajar sekali nya maen film lawan maen nya amanda manopo netizen ini mah bukan akting tapi isi hati amanda manopo,Sedih
gak mau ngikutin kasus ini tapi lewat mulu di fyp jujur gak nyangka si fajar se redflag ituu amanda sama shabrina sampe kena hujat garagara si fajar gila sih tuh cowok muka doang yg alim,Marah
oh my god fajar amp amanda msuk akun gosip tenang amanda syg fans cwokmu kaya2 kok kecil bayar akun gosip beginian mah jgnkan bayar buat take down patungan buat gelar resepsi kamu ama fajar aja mreka semangat kok tgl mnta aja ke cwok mu cwok mu bakal memerintah fansnya syg,Marah
kaget banget pas lewat kirain fajar sadboy sama ameh pas caption ternyata fajar idol dan amanda luscen,Takut
amanda rowiena indra fajar,Netral
tipe cewek fajar green flag bgt ngeliatin cwek2 yg terbuka gini biar amanda bisa stay trtutup aja tapi pas vc apakah vc ngaji bareng,Marah
aq tim berbinar tp ga ikut shiper2an di kasus ini jelas fajar salah langkah baru netes jd idol n ga paham krisis manajemen sbg cowok jg red flag amanda nulis thank you so much fly high ngespill chatampfoto2 bukan doain fly high ya tapi dia ga mau dihujat n hancur sendirian,Marah
kronologi fajar noor diamdiam jalin hubungan dengan amanda lucson shabrina panjatkan doa ini,Netral
habis ngaku deket shabrina kan ya kepergok jalan sma cewek lain eh si cewek akhirnya buka suara dan tunjukin bukti deket duluan sma fajar boom deh namanya amanda,Marah
besokannya baru smanda klarif soal hubungannya sm fajar trs share jg chat manda diputusin fajar dan disuruh klarif klo mereka temen jd ya intinya fajar selingkuh dari bina mereka pacaran pas idol selesai idol malah pacaran lg sm manda tp dua2nya gamau diakui sm fajar,Marah
jeng yah jeng pro amanda,Marah
8 hujatan demi hujatan si amanda terima tapi si fajar lagi lagi diam,Sedih
ih maaf mau body shaming tapi amandanya cantik pollll anjirrrrrrr gila kok mau sama fajar yang anjir maaf ganteng aja nggak maaf banget sekali lagi maaf,Sedih
kita bukan amanda susianti fajar,Marah
dr awal emg bkn salah fans fajar yg ngebuat shabrina amp fajar g bsa brsama tp amanda fajar lbh nurut ama amanda ketimbang fansnya love peace amp gawl coba skrg dsruh plih fans atau amanda psti amanda lah cara amanda bernyanyi menghipnotis fajar,Marah
terus dong mana blundernya jar fajar blunder lagi jar fajar amanda fajarsoul playvictim lagi dongg cupu semua cupuuuu kemarin ngehujat bina udah kek dunia akan runtuh aja klian skrg pada kalem yeee kocakkk,Sedih
kualitas akting chicco mantap tetep bisa believable meski kadang dialognya cringe tapi sayang gak bisa diimbangi amanda yg kaya kurang cocok jd gadis desa iwa k ayu laksmi fajar nugra semua memuaskan nah kalo reza arap meski kadang agak berlebihan tp lumayan sukses,Netral
ya allah cantiknya fazura betulbetul terserlah seri dia tu siap berterima kasih lagi siapa yang datang a great positive humble couple made out from heaven,Sedih
buat shabrina sama amanda kedepannya lebih selektif dalam memilih pria jangan hanya karena dekat dan akrab ya buat fajar kurang ajar banget makasih,Marah
shabrina gapernah speak up dia diem aja walaupun dihujat abis abisan selingkuhannya yang mulai speak up btw fajar shabrina deket dari februari mulai pake gelang couple terus maret sama si amanda jadi taukan siapa yang diselingkuhin,Marah
gue ga tau tau banget ttg masalah fajar shabrina sm amanda tp yg gue liat dari klarifikasi si a dan responnya s ini kek udh muak banget sama f which is yg menjadi biang masalahnya si f,Marah
amanda manopo jadi kakaknya fajar sadboy di series pay later sungguh kombinasi yang sangat wild dia kelilit pinjol padahal kerja di kantor pinjol,Takut
fajar nangis di sh kalo kta fansnya itu kasihan bukan jual kesedihan bukan caper hidup patriarki di indonesia lelaki ga boleh salah lt3 btw itu fajar nangisin amanda kalian seharusnya jangan bully amanda sgitunya kasian belahan hati fajar kalian bully mulu,Sedih
berarti fajar ini deketin shabrina dan juga deketin si amanda gitu terus fajar ngelepas amanda gitu kah,Takut
fajar deketin shabrina dan si amanda fajar ngejauh dulu sama shabrina terus masih nih sama s amanda keciduk lah mereka nonton bioskop nah duar disitu ka dan amanda dikatain pelakor sama netizen sampe akhirnya si fajar mutusin si amanda juga,Marah
jujur banyak yg nangis krna amanda segitu sygnya ama fajar pkoknya abis ini selesai kami janji jar kamu boleh bebas main sm amanda,Sedih
p akun gosip kok blom ada yg upload sih amanda butuh exposure nih plis naikin nama amanda she is beautiful and talented singer dan deserved bgt spotlight buat lo lo artis yg udh nolak amanda kmrin2 pasti nyesel kan pacar fajar juara 2 idol nih bos,Marah
yes fajar 21 shabrina 24 amanda 18 bukan minor kalo settingan idol sebelumnya yg shippernya kenceng aja gada settingan udah jelas bgt kalo nih cowo pacarin 2 cewe sekaligus tapi mau bebanin hujatan ke cewecewenya aja terutama amanda yg dihujat jadi selingkuhan,Marah
ga akan dari dia bisa semanipulatif bohong akting itu bukan ciri2 org yg gakuat fajar merasa dirinya gak salah itu npd kak npd jarang bakal nyerah sama dirinya trust me yg bisa bgitu malah si amanda atau bina kalo aja trus diserang fans nya f dan netijen,Marah
unamenya amanda lucson tp kok fajar manggilnya amanda susianti oh lucson nama panggung kah,Sedih
lg ngebayangin psti amanda blg gini ke fajar a gpp kok jar aku emg ga layak buat sm kmu trus ego cwok utk ngelindungin naik f aku akan prjuangin km ga usah dihiraukan fans aku aku cm btuh kmu manda syg kesamaan nama tokoh amp cerita hanya fiktif belaka,Marah
cewek fajar yg mancung itu agak oversharing gak sih apa dia bermaksud buat jatuhin fajar kok gak mikir ya padahal udah dewasa loh apa dia yg kcintaan sndiri eh gak sih fajar jelas lbh kcintaan org fajar yg manggil sayang amanda amanda,Sedih
fajar noor diduga selingkuh dengan amanda lucson,Marah
siapa wts wtb need jajan info mana yang jual beli aplikasi premium murah mau netflix disney viu wetv iqiyi vidio bstation youku appmus canva vision hduakaahdjwkskmsnsjdjakakamakjnska qurban idul adha fajar amanda 6,Takut
gue gapernah ikut ikutan soal hujat artis kali ini fajar dan amanda bener bener buat gue stress ya lu berdua bina deserve better plis ketawain aja orang yang mau fokus karir hahaha,Marah
tonton di creator forum vol12 special paylater bersama cast amanda manopo dan fajar sadboy lalu writer adrindia ruandisza dan director ardy octaviand tanggal 28 maret 2024 pukul 1600 wib pastinya hanya di youtube channel klaklik,Netral
fajar noor minta maaf atas kabar perselingkuhannya dengan amanda lucson,Sedih
fajar ternyata ngikut jejak safno shabrina sma amanda cuma korban dasar laki2,Sedih
eh klau oon jgn muncul di akun gue pls muak kali bina salah apa emang siapa yg menggiring opini fajar selingkuh kocak lu oon jelas si amanda sendiri yg ngeluarin bukti nya anjenggg oon ah malassss,Marah
banyak belajar dari fajar kalo posting hapus posting hapus di bc itu bukan plin plan atau cari huru hara tapi itu dilakukan demi cinta yg besar buat bela amanda naluri melindungi amandanya tuh kuat karir nomor sekian,Sedih
setelah semua hal ini aku ga pernah benci kamu amanda kamu ada salahnya tapi lebih salah si fajar kardus semoga ga ada ketikanku kalau nanti kamu baca itu nyakitin kamu ya karena ga ada niat sedikitpun ke arah sana belajar lagi memilih lelaki ya amanda good luck,Sedih
plis kalo udh ada fanbase shipper fajar amanda aku mau join ini benerann menrut ku mrka berdua cocok gemes bgt udh panggilan syg trus amanda dpet tiket vip buat duduk langsung disblah ortu fajar buat nnton meanwhile fansnya desek2an diblkg amp bnyak yg ga kebagian tiket jg,Sedih
fajar tu gak blunderrr kita diindonesia ini ga bisa nyalahin cowok patriarki kita mau dikemanain yg bsa blunder itu cuma cwek kan ya amp amanda jg ga blunder kok she is pure heart beauty dia cuma pngen kejar cita2nya dia cuma btuh batu loncatan kok gaada yg salah dr itu,Marah
jir gw liat akun nya si amanda fans fajar elek toxic banget anjir fanatik banget dah kampung banget,Marah
kupu kupu kertas dibintangi oleh iwa k reza arap ayu laksmi fajar nugra dan seroja hafiedz ikhsan yang merupakan sorotan cerita dalam film ini diperankan chicco kurniawan sementara amanda manopo berperan sebagai kekasih ikhsan ning,Netral
and yap tuhan itu ga pernah tidur udah gue bilang jangan jahat jahat sama anak yang broken home see dengan dia oversharing kemarin semua jadi kebongkar kan siapa yang busuk fajar gak baik buat shabrina dan fajar juga gak baik buat amanda gak tahu deh kalo mas anang,Marah
kaget dikit enggak deng kaget besar hikmah dari huru hara kemaren ternyata kebongkar juga apa yang terjadi sebenernya coba kalau gak ada huru hara mungkin bina masih pacaran sama fajar dan fajar juga masih selingkuh sama amanda,Takut
kasus sama amanda fajar egois banget jadi penasaran gimana egoisnya waktu kasus sm bina kemaren,Sedih
fajar nangis amanda nangis aku nangis kalian nangis semua nangis bersama ngeliat betapa besar cinta amanda amanda sayang fajar kalian lewatin barengbareng yaa jarr pasti bisa bisa bisa jodoh,Sedih
ga nyangka amanda manoppo sama fajar sadboy bisa2nya dipasangin jadi adek kakak dan cocok chemistry adek kakaknya dapet dgn nyokap cakep tapi tukang ngomel dan bapak ojol tapi pasrahan ini di series paylater di vision,Marah
pusing banget bacanya nama kontak fajar emang diubah gt atau 2 watsap fajar 16 amp fajar 11 eh si amandanya bilang bru ktemu trus tiba pacaran apa gimana iki sender ss dn sharenya ga lengkap kah apa guenya yg ga ngerti ye lagian kalo emang sm dia knp ke sabi jg anj,Marah
thread ringkas fajar noor runnerup indonesian idol xiii diduga selingkuh dari shabrina leanor dengan amanda lucson foto mesra fajar dan amanda viral termasuk pelukan dan cium pipi memicu tuduhan perselingkuhan amanda membantah sebagai orang ketiga mengklaim,Sedih
amanda fajar issue is the definition of when you give an ugly guy a chance he thinks he rules the world lmaooo,Sedih
bahkan di saat fajar noor ngebela amanda aja si amandanya malah cuma ngebela diri sendiri tapi couple goals bgt sih si cwok yg mati2an lindungi cwek,Sedih
gue syok berat baca igs amanda anjir oh no poor fajar,Marah
isi chat dengan fajar noor diungkap amanda lucson bahas shabrina leanor dan ogah disebut pelakor,Takut
apa benar fajar noor selingkuh dari shabrina leanor,Marah
sama amanda lucson kak jadi fajar deket sm shabrina dan amanda di waktu yg bersamaan,Sedih
aku malah ngiranya si fajar ini punya pacar di kampung di karantina cinlok ama sabrina trus malah selingkuh lagi ama si amanda2 itu jadi emang fajar ini emg brengsk aja sih,Marah
fajar noor runnerup indonesian idol 2025 diduga selingkuh dari shabrina leanor dengan amanda lucson foto dan chat mesra fajaramanda viral memicu hujatan fajar minta maaf di instagram im not perfect but im sincerely sorry shabrina,Marah
sebelum top 4 mereka itu udah kenal saling follow trs si fajar sering chattan sama amanda pas ada kesempatan yg top 4 dia dateng terus ketemu lah amanda sm fajar dan ortunya dari yg gua liat sih chatnya keknya si fajar senengnya sama si a tapi krn karir dia juga sama si b,Sedih
namanya amanda ternyata berarti gada bukti ya kak ke sabrina atau si cewe ini jujur kasian bgt sama dua2nya kalo misal si amanda yg disinggung kasian fajarnya namanya jd jelek kalo bina kasian binanya soalnya fajarnya playvic,Sedih
kok ga sabar banget yaa liat tektokkan manda dan fajar di series ini keknya bakalan ngakak banget ga sih sukses manda sukses fajar vidio punya kak lala,Sedih
jir si fajar ini modal suara bagus doang tapi tampang ga bagus bisabisanya amanda yang cantik pollll spek bidadari kepincut opet modelan dia,Sedih
yeni blmyle cumartesi akam fox tvde,Marah
skskskw gw liat ig nya amanda kok mau sm fajar,Sedih
lista para fajar zurditos,Takut
idol tahun ni kebanyakan drama si fajar juga sasimo anjir mutusin cewek kek mutusin apa dah yes girl lagi katanya ke amanda,Sedih
anjiiir buka sg si amanda dia ngebongkar hubungan dia sama fajar duuh sangat disayangkan baru menetas padahal parah sih red flag parah njiiiir yg cwo,Sedih
waktu itu theater date sama mantan dia satu liftelevator sama nih anak sehabis cari makan terus dia ngiranya amanda ini mba mba biasa yang lagi main ke fx dan kata dia ngapain cewe cantik ke fx mana wangi banget,Sedih
tapi yang stres amanda dia bilang pas di belakang layar fajar ini kaya iya iya aja anaknya begitu depan kamera ternyata belum apal script,Sedih
buat shabrina dan amanda kalian deserve guys dapetin yg lebih lebih dari si fajar fajar itu iyuh muakkk bjirr aku,Marah
sbnrnya klo story 2nd accnya ga ke spill hubungan mereka jg ga bakal ke ekspos dan amanda ga dihujat yg bikin amanda klarif kan krna semua sosmednya penuh hujatan yg ngatain dia smentara fajarnya aman2 aja malah dibelain sm fansnya pdhl dsini yg salah jelas fajar,Marah
sepertinya begitu konteksnya sepertinya si amanda ini dm sabrina buat ngasih tau dia ga tau apaapa dan sudah menjauh dari fajar dan dibalas seperti itu ama sabrina kayaknya yah,Marah
dituduh jadi pelakor hubungan fajar noor dan shabrina idol amanda lucson bongkar fakta mengejutkan lewat,Takut
ilfil banget liat chattan dia ama amanda keliatan dia juga gamau disalahin dan buaya banget egois pengennya enak di dia doang jujur awalnya gue masih agak posthink ke fajar tapiii ternyata sangat mengejutkan,Marah
fajar idol pacaran sama shabrina idol trus dia selingkuh sama fansnya yg namanya amanda pas shabrina gopub tentang hubungan dia sama fajar eh fansnya fajar pada ngehujat shabrina sampe dikatain npd dan sakit jiwa,Marah
lihat video fajar2bagoel4,Netral
akun ig amanda lucson apa ramai klarifikasi hubungan dengan fajar noor dan dugaan jadi orang ketiga,Sedih
fajar runner up idol 13 pacaran sama shabrina winner idol 13 ternyata si fajar tuh selingkuh sama fansnya yg namanya amanda,Marah
yeni blmyle bu akam foxta,Marah
biz bu ly ok zledik yeni blmyle aramba 2000 de fox ta,Takut
kosan fajar apa amanda yg di kojiliping ya,Takut
gragra seriesnya pay later fyp melulu kocak bgt sih amanda manopo ama fajar sadboy jadi bca novelnya deh lt,Sedih
amanda manopo amp fajar sadboy bener2,Sedih
maaf atas keterlambatan ini puisinya untuk amanda zahra di fajar berseri cantiknya memukau amanda zahra bersinar bagai mentari menjauh rambut bagai sungai malam mengalir pesona dan anggunmu cahaya abadi berseri bidadari dunia tulus dan suci senyummu,Sedih
is this man even realfarah is lying on him and he instead of taking the opportunity is still saying i don t want you to be shy in the morning tahir lekesiz everybody,Marah
amanda the only moment of confusion she zeudi had was with you jafar it was confusion it was letting go of something she didnt want she wanted helena amanda its too late now,Sedih
semenit sebelum engeh ngapa lagi fajar dan amanda setelah engeh,Sedih
dipanggil amanda susianti amanda lucson ungkap percakapan perpisahan dengan fajar noor idol sampai ketemu di titik terbaik,Sedih
siapa wts wtb need jajan info mana yang jual beli aplikasi premium murah mau netflix disney viu wetv iqiyi vidio bstation youku appmus canva vision hduakaahdjwkskmsnsjdjakakamakjnska qurban idul adha fajar amanda 5,Takut
stress lu fajar noor manipulatif cheating gaslighting pansos,Marah
duaaaarrrr buat fajarsoul dan fajar noor ini repostan cewe barunya fajar looohh masih gak nih duuh jar mau membahagiakan orang tua atau menmbahagiakan yang baru,Sedih
dan fans nya masih denial dengan menyalahkan shabrina wkwkwkwk yang blunder siapa yang disalahkan siapa jaaar fajar tobat sih kalian kataku mah btw itu fajar nangis di sh kalian katain jual kesedihan ga fajarsoul,Sedih
semoga bisa jadi pelajaran kalau belum muhrim lebih baik nggak usah pacar2 an dan pentingnya untuk tidak oversharing perilaku tidak senonoh kita gaperlu sampe ngebully fisik ataupun yang lainnya biarin fajar bertanggung jawab sendiri atas perilakunya,Sedih
pesan dari manisa untuk fajar noor harap didengar direnungi dan dipraktikkan ya jar pesan untuk kita semuanya juga tetap bersyukur dengan apapun yang kamu punya,Netral
kronologi fajar noor diamdiam jalin hubungan dengan amanda lucson shabrina panjatkan doa ini,Netral
fajar nurdiansyah fajar idol ga pantes lu buat terkenal baru lulus dah banyak aja skandal2nyaa makanya lu pada stop deh ship2in dia sm siapa pun yg ada jd rugi org2 yg dishipin sm dia citranya si fajar dh jelek bgt deh,Marah
dilan ngespill bukti perselingkuhan safno gila ya bulan januari 2023 nikah bulan february 2023 nya selingkuh njirr bener2 cowok ga tau diri,Marah
besokannya baru smanda klarif soal hubungannya sm fajar trs share jg chat manda diputusin fajar dan disuruh klarif klo mereka temen jd ya intinya fajar selingkuh dari bina mereka pacaran pas idol selesai idol malah pacaran lg sm manda tp dua2nya gamau diakui sm fajar,Marah
ngeri si fajar kepikiran sucide keliatannya sih mental ga sesiap itu ya buat skandal yg sebesar ini tapi kenapa lo byk gaya cokk cewe cantik baik almost perfect kek shabrina udah lebih dari cukup,Marah
padahal tinggal peluk sama pukpuk gue doang apa susahnya,Sedih
makin kesini makin heran kenapa ya orang yg jelek yg hidupnya problematik pada banyak tingkah merasa paling cakep selalu dikejar banyak oran dan butuh validasi kalo dia tu laku pict fajar noor indonesian idol,Marah
gemeter bgt my girl our girl don t deserve this shame on you fajar bastard senyum dia disini bahagia banget my precious shabrina,Marah
stop bothering my girl fajar udahan please jahatnya gak cuma shabrina kami berbinar pun sakit hati wallahi gak rela shabrina selingkungan sama orang kayak fajar may allah protect her,Marah
180 writing this part benerbener heartbreaking buat aku the way fajar said he miss em being together dan berusaha ikhlas karena itu sebuah ketidakmungkinan gapapa huffff gapapa dek baby steps ya,Sedih
fajar noor minta maaf atas kabar perselingkuhannya dengan amanda lucson,Sedih
yes gue juga baca itu bad for her gong nya fajar karir dulu biar aja si ini yg nikah udah waktunya juga umur 25 like what the fuck dude yg ngetik cewek juga loh anjinggggg kok bisa dan yg sangat disayangkan lagi itu kejadiannya di group ofc fajarsoul iyuh,Marah
gue kalo jadi fajar noor udah kepalang maluuuu kok bisa bisanya lu selingkuh disaat cewenya selalu lindungin dia kalo di hujat sedangkan dia ga pernah lindungin siapa siapa red flag lu,Marah
fajar noor tukang selingkuh,Sedih
dilan ngespill bukti baru perselingkuhan safno jijik banget baca chat nya njirr ceweknya padahal udah gak mau loh tpi tetep dipaksa njirr,Takut
emang kontol lah si fajar ini mana ultahnya samaan kek gua makin makin ngebuat gemini makin fakyu fajar baru jadi artis baru aja banyak betingkah,Sedih
safira juga ada rencana buat nyamperin cowonya kesana tapi ternyata cowonya ini selingkuh dan ternyata mereka udh selingkuh seminggu lebih mereka udh sering jalan bareng jogging bareng dan bahkan cowonya ini beliin bunga buat selingkuhan nya,Sedih
ga terlalu tau mereka cm liat di tl hmmm dan si fajar ini mendua diwaktu yg sama dua2nya sama2 disuruh diem soal hubungan mereka dan bilng cm temenan aja cowo playboy kek gitu emang sneng dpt perhatian dri cewe2 ga nyadar perbuatanny bikin cewe2 sakit hati dan saling ribut,Sedih
fajar noor diduga selingkuh dengan amanda lucson,Marah
apa benar fajar noor selingkuh dari shabrina leanor,Marah
respon cowok kalo ke pacar sama selingkuhan untung ye lu fajar gajadi pemain timnas kalo beneran jadi apa ga digoreng ama unmag,Marah
thread ringkas fajar noor runnerup indonesian idol xiii diduga selingkuh dari shabrina leanor dengan amanda lucson foto mesra fajar dan amanda viral termasuk pelukan dan cium pipi memicu tuduhan perselingkuhan amanda membantah sebagai orang ketiga mengklaim,Marah
girls buka mata juseyoooo yang redflag si fajar yaaaa bjir 2 cewe itu korban napa kalian malah tereak tolol ke cewe yang mau nyelametin harga dirinya selingkuh itu terjadi atas persetujuan 2 orang bukan cuma sepihak aja mikirrrr,Marah
aku udah sekecewa itu sih sama fajar ga nyangka kalau dia beneran se red flag ini gaada yang salah dengan mencintai seseorang namun terkadang caranya yang salah selama ini selalu berpikir positif tapi ternyata pikiran aku yang salah,Sedih
jadi fajarsoul yang salah bukan cewenya oversharing ajarin cowo lu jangan kegatalan oh gini deh kalo susah suruh ajarin cara bersyukur dulu deh hadeh ga ngerti rezeki dikasih tuhan bagus dia pilih kegatalan sana sini jaga nafsu kau fajar kasianin adek perempuanmu,Marah
gue heran dah sama nih sinet knp kek segampang itu nyakitin perasaan sahabatnya ya fattah harry zara aqeela mohan noel fattah tau harry suka sm zara zara tau fattah pacar aqeela mohan tau noel suka sm raisa dan sedihnya dari semua kelakuan mereka aqeela yg jd korban,Sedih
ini masih pacaran monyet aja sampe segitunya menghujat orang safno mah sampe ngewe dan selingkuhin istri anjir fajar timbanb chat chat dan foto2 doang kasiaaaaan,Marah
reminder to everyone kalo selingkuh lu bisa ngehancurin semua yang udah lu bangun dalam sekejap lihat si fajar susahsusah buat jadi runner up terus jadi hancur gitu aja karena selingkuh,Marah
alaaaaa fajar noor dah kena cancel dekat indonesia ke naurrrrrrrrr,Marah
fajar noor ini kayak gak merasa bersalah amat dah setelah melakukan perbuatan hina di dunia selingkuh emang lelaki jelek ni selalu gajetot,Marah
fajar ini mengiyakan 2 cewe bina fajar uda couplean gelang dr feb sdgkn manda ngakunya deket mulai maret kata fajar ke bina dia gada apa2 sm manda gitupun sebaliknya jd para cewe2 ini mengira mereka itu satu satunya dan dua duanya gopub hubungan sm fajar,Sedih
lucu bgt fajar noor selingkuh fajar alfian ganti pasangan trending dah nama fajar,Sedih
masalahnya fajar bina gak sekedar gosip tp beneran ada hubungan misal shabrina dulu ga oversharing kayaknya bakal tetep punya pacar 2 deh itu si fajri sampe skrg wkwkw,Sedih
eh sebagai sesama perempuan w benerbener ikhlas doain kalian fajarsoul semogaa lu ga dapet suami atau pacar like your idol ngeri asli punya cowo gaslighting playing victim dan cheater,Marah
fajar noor runnerup indonesian idol 2025 diduga selingkuh dari shabrina leanor dengan amanda lucson foto dan chat mesra fajaramanda viral memicu hujatan fajar minta maaf di instagram im not perfect but im sincerely sorry shabrina,Marah
aku malah ngiranya si fajar ini punya pacar di kampung di karantina cinlok ama sabrina trus malah selingkuh lagi ama si amanda2 itu jadi emang fajar ini emg brengsk aja sih,Marah
liat deh ada yang berusaha move on padahal putus engga jadian juga engga,Sedih
siap menjaga hati untuk orang yang aku cintai siapa lagi klo bukan fajar noor,Sedih
erra fazira da lama single balik puteri sarah single balik nora danish pn single balik coming soon fazura pn jd single balik entahlah mmg org2 cantik ni end up single je la sampai ke akhir hayat,Takut
pelakon dedah skandal fajar noor pengikut ig turun 20 000,Marah
gara gara lu cewe gue dimata warga x jadi ga beauty souls ya fajar masih ngakak astaga udah ga bisa marah bawaannya ngakak aja kalau kuingat ya twt kelen 4 hari itu eh ngga deng dari sejak idulfitri ya berarti setiap ada masalah paling kenceng lu nimbrung ya fajarsoul,Marah
tak suka sibuk hal artis tapi tiba tiba sedih terbaca pasal fazura dengan fattah amin they re cute together i love them together for real but if it s true that he cheats i m on her side you go girl,Sedih
i rindu fakhrullah i awal awal dulu je dia yang sekarang lain sangat dulu i menangis dia dah risau sangat terus datang rumah i even jauh and around 3am pon dia sanggup rn dia dah berubah dia tak sayang i dah macam dulu i dah tak penting dalam life dia,Sedih
sumpah temen gue ada yg namanya fajar cakep tinggi putih udah kerja pulak dan dia setia cok sama pacarnya keknya udh mau ditahap serius,Sedih
fajar runner up idol 13 pacaran sama shabrina winner idol 13 ternyata si fajar tuh selingkuh sama fansnya yg namanya amanda,Marah
lagian gw heran orang demen fajar padahal b aja anjiir udh sekarang ga usah shiper dia ke idol lain diemin aja heran apaapa di jodohin tapi yg gw tau fajar sempet ada cwek pas dia baru masuk idol,Sedih
dan yang terpenting kamu jangan cuek selingkuh apapun yang menyakiti perasaannya karena lakilaki yang baik yang menuntun dengan baik perempuannya dan lakilaki yang mulia ialah yang memuliakan pasangannya semoga jodohmu seperti itu ya,Sedih
daripada fazura kita boleh simpulkan perempuan boleh tolerate banyak perkara dalam hubungan lelaki tak bagi nafkah pun takpe apa apa jadi pun pejam mata je tapi once kau dah bawak perempuan lain masuk dalam hidup kau its over bro habis hancur tiada maaf bagimu,Marah
km suka selingkuh gk setiahuft kan udah jadi pacar aku jdiin pacar km dl deh aaaah km tegaa,Marah
rt di hongkong istri yg ketahuan selingkuh boleh dibunuh oleh suaminya tapi harus dgn tangan kosong,Marah
dunia seni aktres terkenal nur fazura sharifuddin memfailkan perceraian terhadap suami fattah amin di mahkamah rendah syariah petaling subang bestari shah alam hari ini,Sedih
gosip fatah curang fazura tak bagi apa2 statement netz aku tak percaya fatah curangaku rasa ni mest salah fazuradapat lelaki baik pun tinggal fazura cerai sebab curang tak bagi nafkah netz dah cerai sebar habis aib suami bla bla ko ckp jala ko x suka fazura,Marah
pelakon terkenal nur fazura sharifuddin hadir di mahkamah rendah syariah petaling subang bestari shah alam bagi sebutan kes permohonan cerai ke atas suaminya fattah amin pada jam 925 pagi rabu dalam pada itu fattah tiba lebih awal menaiki sebuah kenderaan dan masuk,Netral
berlakon dengan neelofa bercinta dengan neelofa berlakon dengan fazura bercinta dengan fazura harap lepas ni berlakon dengan azwan ali,Sedih
fajar idol pacaran sama shabrina idol trus dia selingkuh sama fansnya yg namanya amanda pas shabrina gopub tentang hubungan dia sama fajar eh fansnya fajar pada ngehujat shabrina sampe dikatain npd dan sakit jiwa,Marah
kamu sibuk menjaga hati untuk tetap pada satu hati dia juga sibuk memberikan hatinya pada orang selain kamu,Sedih
jika pada akhirnya kita tidak berjodoh haruskah kita bermusuhan jika kita pernah saling suka mengapa harus tidak lagi saling sapa percayalah takdir kita untuk tidak bersama adalah sebaikbaiknya pilihan tuhan,Sedih
